,Unnamed: 0,x,y,z,qx,qy,qz,qw,type
0,0,67.1317138672,-27.8088874817,0.0,0.0,0.0,-0.952783942223,0.303649097681,1.0
1,1,66.5529556274,-28.6685810089,0.0,0.0,0.0,-0.924652636051,0.380811661482,1.0
2,2,65.8704528809,-29.4300022125,0.0,0.0,0.0,-0.914276778698,0.405090093613,1.0
3,3,65.120513916,-30.1480426788,0.0,0.0,0.0,-0.951789975166,0.306750416756,1.0
4,4,64.2562484741,-30.7658576965,0.0,0.0,0.0,-0.96668201685,0.25598013401,1.0
5,5,63.3071670532,-31.2674789429,0.0,0.0,0.0,-0.977870166302,0.209212660789,1.0
6,6,62.42420578,-31.7539653778,0.0,0.0,0.0,-0.941881716251,0.335944712162,1.0
7,7,61.5749206543,-32.381893158,0.0,0.0,0.0,-0.963506281376,0.267685741186,1.0
8,8,60.6695671082,-32.834728241,0.0,0.0,0.0,-0.978395998478,0.206739634275,1.0
9,9,59.74659729,-33.261592865,0.0,0.0,0.0,-0.976158082485,0.217060863972,1.0
10,10,58.8336868286,-33.7795829773,0.0,0.0,0.0,-0.934129238129,0.356934905052,1.0
11,11,58.0537033081,-34.4353866577,0.0,0.0,0.0,-0.953232944012,0.302236527205,1.0
12,12,57.228302002,-35.054069519,0.0,0.0,0.0,-0.959954380989,0.280156344175,1.0
13,13,56.3138847351,-35.623134613,0.0,0.0,0.0,-0.963827371597,0.266527324915,1.0
14,14,55.3997535706,-36.1614456177,0.0,0.0,0.0,-0.968967020512,0.247190117836,1.0
15,15,54.4830780029,-36.6620368958,0.0,0.0,0.0,-0.964940607548,0.26246842742,1.0
16,16,53.6204071045,-37.2433929443,0.0,0.0,0.0,-0.937273442745,0.348595023155,1.0
17,17,52.8821640015,-37.9265174866,0.0,0.0,0.0,-0.929505228996,0.368808865547,1.0
18,18,52.0679244995,-38.6273498535,0.0,0.0,0.0,-0.95500433445,0.296591818333,1.0
19,19,51.1789474487,-39.1581802368,0.0,0.0,0.0,-0.961239159107,0.275716006756,1.0
20,20,50.3245124817,-39.7870750427,0.0,0.0,0.0,-0.931637763977,0.363388359547,1.0
21,21,49.5759086609,-40.5833129883,0.0,0.0,0.0,-0.895540595055,0.444979786873,1.0
22,22,48.9718399048,-41.5013237,0.0,0.0,0.0,-0.886538743973,0.462654322386,1.0
23,23,48.3562393188,-42.2967300415,0.0,0.0,0.0,-0.913742184639,0.40629452467,1.0
24,24,47.5799446106,-43.0668792725,0.0,0.0,0.0,-0.941966235638,0.33570766449,1.0
25,25,46.6940345764,-43.7276954651,0.0,0.0,0.0,-0.957374334335,0.288850039244,1.0
26,26,45.8409004211,-44.2834701538,0.0,0.0,0.0,-0.972173631191,0.234261497855,1.0
27,27,44.9162750244,-44.7081069946,0.0,0.0,0.0,-0.979843556881,0.199766382575,1.0
28,28,43.9614143372,-45.2551307678,0.0,0.0,0.0,-0.944377064705,0.328864634037,1.0
29,29,43.2036819458,-45.9440193176,0.0,0.0,0.0,-0.906035423279,0.423201918602,1.0
30,30,42.4642829895,-46.7826461792,0.0,0.0,0.0,-0.900253415108,0.435366302729,1.0
31,31,41.7427330017,-47.6109466553,0.0,0.0,0.0,-0.920069277287,0.391755640507,1.0
32,32,40.974445343,-48.3246421814,0.0,0.0,0.0,-0.936397194862,0.350941956043,1.0
33,33,40.1694641113,-49.0013656616,0.0,0.0,0.0,-0.945620238781,0.325272798538,1.0
34,34,39.3434753418,-49.7669792175,0.0,0.0,0.0,-0.909141361713,0.416487634182,1.0
35,35,38.6467781067,-50.5876541138,0.0,0.0,0.0,-0.92874276638,0.370724797249,1.0
36,36,37.6349029541,-51.0567359924,0.0,0.0,0.0,-0.995328903198,0.0965422764421,1.0
37,37,36.6093063354,-50.9162483215,0.0,0.0,0.0,0.960328936577,0.278869837523,1.0
38,38,36.0112419128,-50.0465049744,0.0,0.0,0.0,0.663987755775,0.747743487358,1.0
39,39,36.5029563904,-49.1315383911,0.0,0.0,0.0,0.414344012737,0.910120368004,1.0
40,40,37.1500282288,-48.315700531,0.0,0.0,0.0,0.422783792019,0.906230568886,1.0
41,41,37.6385574341,-47.4027366638,0.0,0.0,0.0,0.434344232082,0.900746941566,1.0
42,42,38.2976112366,-46.5151786804,0.0,0.0,0.0,0.364265322685,0.931295216084,1.0
43,43,39.1163024902,-45.9206199646,0.0,0.0,0.0,0.233997583389,0.972237169743,1.0
44,44,39.7844924927,-45.1219863892,0.0,0.0,0.0,0.34116885066,0.940002024174,1.0
45,45,40.5277519226,-44.3278503418,0.0,0.0,0.0,0.424746453762,0.905312359333,1.0
46,46,41.1558570862,-43.4670333862,0.0,0.0,0.0,0.361576080322,0.932342588902,1.0
47,47,41.9924125671,-42.7684745789,0.0,0.0,0.0,0.274319648743,0.961638569832,1.0
48,48,42.9294815063,-42.263759613,0.0,0.0,0.0,0.205615147948,0.978632926941,1.0
49,49,43.8773117065,-41.8176994324,0.0,0.0,0.0,0.272142767906,0.962256908417,1.0
50,50,44.7635879517,-41.1772766113,0.0,0.0,0.0,0.364662796259,0.931139647961,1.0
51,51,45.5821228027,-40.4687080383,0.0,0.0,0.0,0.297810018063,0.9546251297,1.0
52,52,46.5326690674,-39.9919166565,0.0,0.0,0.0,0.238546341658,0.971131086349,1.0
53,53,47.4993782043,-39.5587539673,0.0,0.0,0.0,0.175077423453,0.984554648399,1.0
54,54,48.4673995972,-39.1998519897,0.0,0.0,0.0,0.107855960727,0.99416655302,1.0
55,55,49.4350547791,-38.8230895996,0.0,0.0,0.0,0.237992614508,0.97126698494,1.0
56,56,50.3574790955,-38.24036026,0.0,0.0,0.0,0.362520903349,0.931975662708,1.0
57,57,51.1001625061,-37.5515594482,0.0,0.0,0.0,0.290670841932,0.95682311058,1.0
58,58,51.9495925903,-37.0066719055,0.0,0.0,0.0,0.22486320138,0.97439032793,1.0
59,59,52.903755188,-36.5278778076,0.0,0.0,0.0,0.230878785253,0.972982525826,1.0
60,60,53.8280296326,-35.9872589111,0.0,0.0,0.0,0.323790967464,0.946128666401,1.0
61,61,54.6042976379,-35.2100563049,0.0,0.0,0.0,0.424663543701,0.905351221561,1.0
62,62,55.269077301,-34.4176940918,0.0,0.0,0.0,0.387813299894,0.921737968922,1.0
63,63,56.0585365295,-33.7638320923,0.0,0.0,0.0,0.339675813913,0.940542578697,1.0
64,64,56.8208770752,-33.1028938293,0.0,0.0,0.0,0.289258420467,0.95725107193,1.0
65,65,57.6866836548,-32.5920410156,0.0,0.0,0.0,0.237996712327,0.971265971661,1.0
66,66,58.7065391541,-32.094871521,0.0,0.0,0.0,0.183939188719,0.982937633991,1.0
67,67,59.6894264221,-31.7490406036,0.0,0.0,0.0,0.134436428547,0.990922212601,1.0
68,68,60.6321716309,-31.3901481628,0.0,0.0,0.0,0.251302778721,0.967908501625,1.0
69,69,61.4809455872,-30.8081264496,0.0,0.0,0.0,0.354316562414,0.935125529766,1.0
70,70,62.2584571838,-30.0634269714,0.0,0.0,0.0,0.426635414362,0.904423713684,1.0
71,71,62.853805542,-29.1554145813,0.0,0.0,0.0,0.504954695702,0.863145828247,1.0
72,72,63.2793464661,-28.2376785278,0.0,0.0,0.0,0.516302585602,0.856406271458,1.0
73,73,63.8494567871,-27.3793697357,0.0,0.0,0.0,0.463444769382,0.886125802994,1.0
74,74,64.4706726074,-26.5245609283,0.0,0.0,0.0,0.406833380461,0.913502395153,1.0
75,75,65.1778182983,-25.7389450073,0.0,0.0,0.0,0.371465623379,0.92844671011,1.0
76,76,65.8183670044,-24.9061584473,0.0,0.0,0.0,0.402475148439,0.915430903435,1.0
77,77,66.5839080811,-24.101764679,0.0,0.0,0.0,0.340781062841,0.940142691135,1.0
78,78,67.4450531006,-23.4130172729,0.0,0.0,0.0,0.324721992016,0.945809483528,1.0
79,79,68.3181610107,-22.7578735352,0.0,0.0,0.0,0.277043491602,0.960857391357,1.0
80,80,69.3286895752,-22.3618469238,0.0,0.0,0.0,0.0548949837685,0.998492121696,1.0
81,81,70.311668396,-22.7018451691,0.0,0.0,0.0,-0.471865177155,0.881670713425,1.0
82,82,70.4403533936,-23.7729358673,0.0,0.0,0.0,-0.864472270012,0.502680540085,1.0
