,Unnamed: 0,x,y,z,qx,qy,qz,qw,type
0,0,0.000336173834512,-0.000910118687898,0.0,0.0,0.0,0.000145363475895,1.0,2.0
1,1,0.994660973549,0.200950592756,0.0,0.0,0.0,0.276011943817,0.961154222488,2.0
2,2,1.75075507164,0.862371683121,0.0,0.0,0.0,0.257594138384,0.966253221035,2.0
3,3,2.70907211304,1.1768065691,0.0,0.0,0.0,0.1896019876,0.981861054897,2.0
4,4,3.64220738411,1.58661079407,0.0,0.0,0.0,0.25859183073,0.965986669064,2.0
5,5,4.63388442993,1.74434089661,0.0,0.0,0.0,0.179100602865,0.983830749989,2.0
6,6,5.49452543259,2.28456377983,0.0,0.0,0.0,0.204927876592,0.978777050972,2.0
7,7,6.4713306427,2.58255767822,0.0,0.0,0.0,0.185302361846,0.982681572437,2.0
8,8,7.44654130936,2.83782172203,0.0,0.0,0.0,0.130131393671,0.991496741772,2.0
9,9,8.35862731934,3.27660393715,0.0,0.0,0.0,0.181419506669,0.983405768871,2.0
10,10,9.25141811371,3.7295589447,0.0,0.0,0.0,0.24863640964,0.968596875668,2.0
11,11,8.30564880371,3.31925606728,0.0,0.0,0.0,0.218827337027,0.975763618946,4.0
12,12,7.36556196213,2.95213913918,0.0,0.0,0.0,0.223754972219,0.97464543581,4.0
13,13,6.40853452682,2.59498143196,0.0,0.0,0.0,0.161028906703,0.986949682236,4.0
14,14,5.42865753174,2.33392119408,0.0,0.0,0.0,0.269320964813,0.963050484657,4.0
15,15,4.52654027939,1.8770878315,0.0,0.0,0.0,0.176279857755,0.984340071678,4.0
16,16,3.65558552742,1.38369905949,0.0,0.0,0.0,0.169419974089,0.985543966293,4.0
17,17,1.44265770912,0.0286737661809,0.0,0.0,0.0,0.182357057929,0.98323237896,4.0
18,18,3.04900097847,1.01550960541,0.0,0.0,0.0,0.176098197699,0.984372615814,4.0
19,19,2.04847860336,0.786201179028,0.0,0.0,0.0,0.121274963021,0.992618978024,4.0
20,20,1.22405207157,0.193424165249,0.0,0.0,0.0,0.273510545492,0.961869001389,4.0
21,21,0.307388484478,-0.207672819495,0.0,0.0,0.0,0.25388354063,0.967234790325,4.0
