,Unnamed: 0,x,y,z,qx,qy,qz,qw
0,0,-46.8690452576,-16.7885417938,0,0,0,0.8395291108,0.5433147082
1,1,-49.5034637451,-9.8060293198,0,0,0,0.5799327933,0.8146643206
2,3,-47.5991783142,-6.0264921188,0,0,0,0.3862822664,0.9223806214
3,4,-40.8214530945,0.3346300721,0,0,0,0.4435660557,0.8962416829
4,5,-30.5409908295,10.6357984543,0,0,0,0.3443822386,0.9388295233
5,6,-22.1304531097,17.5286846161,0,0,0,0.3844579696,0.9231424969
6,7,-16.3764858246,22.7657051086,0,0,0,0.299047386,0.9542382621
7,8,-5.5632276535,30.281337738,0,0,0,0.299047386,0.9542382621
