,Unnamed: 0,x,y,z,qx,qy,qz,qw,type
0,0,0.404146790504,-0.160902485251,0.0,0.0,0.0,-0.221931636333,0.975062251091,1.0
1,1,-2.48338842392,-0.643509984016,0.0,0.0,0.0,-0.221685603261,0.975118219852,1.0
2,2,-2.2641017437,-1.67304873466,0.0,0.0,0.0,-0.710688531399,0.70350676775,1.0
3,3,-2.24521946907,-2.70007801056,0.0,0.0,0.0,-0.69828748703,0.715817451477,1.0
4,4,-2.2447681427,-3.61071419716,0.0,0.0,0.0,-0.695007145405,0.719002842903,1.0
5,5,-4.72509717941,0.626990735531,0.0,0.0,0.0,-0.695037007332,0.718973994255,1.0
6,6,-4.63082313538,-0.398009419441,0.0,0.0,0.0,-0.67500180006,0.737816095352,1.0
7,7,-4.34920787811,-1.1370844841,0.0,0.0,0.0,-0.211183458567,0.977446436882,1.0
8,8,-6.02503013611,1.9198666811,0.0,0.0,0.0,-0.211430966854,0.977392911911,1.0
9,9,-6.00067806244,1.86220896244,0.0,0.0,0.0,0.0434015877545,0.999057710171,1.0
10,10,-6.91368627548,1.66499888897,0.0,0.0,0.0,0.0500865466893,0.998744904995,1.0
11,11,-6.9995675087,1.56765341759,0.0,0.0,0.0,0.0577934421599,0.998328566551,1.0
12,12,-6.38891887665,2.40269207954,0.0,0.0,0.0,0.0576446317136,0.99833714962,1.0
13,13,-6.41978883743,2.58130407333,0.0,0.0,0.0,-0.680850028992,0.732422828674,1.0
