,Unnamed: 0,x,y,z,qx,qy,qz,qw,type
0,0,36.9239044189,-4.96697568893,0.0,0.0,0.0,-0.130565643311,0.991439640522,1.0
1,1,37.9677085876,-4.89786624908,0.0,0.0,0.0,0.121747300029,0.992561101913,1.0
2,2,39.0385513306,-4.78051424026,0.0,0.0,0.0,0.00343162799254,0.99999409914,1.0
3,3,40.0885505676,-4.87962961197,0.0,0.0,0.0,-0.0225129779428,0.99974656105,1.0
4,4,41.097114563,-4.82374382019,0.0,0.0,0.0,-0.00898944213986,0.999959588051,1.0
5,5,42.1503219604,-4.87321949005,0.0,0.0,0.0,-0.0667100325227,0.997772395611,1.0
6,6,43.2217750549,-5.05827188492,0.0,0.0,0.0,-0.140948340297,0.990016937256,1.0
7,7,44.1833686829,-5.41903972626,0.0,0.0,0.0,-0.205528110266,0.978651225567,1.0
8,8,45.1720733643,-5.74696683884,0.0,0.0,0.0,-0.184919431806,0.982753694057,1.0
9,9,46.0759162903,-6.20650291443,0.0,0.0,0.0,-0.248735964298,0.968571305275,1.0
10,10,47.0179824829,-6.62612962723,0.0,0.0,0.0,-0.208493068814,0.978023827076,1.0
11,11,48.0390968323,-7.05795049667,0.0,0.0,0.0,-0.217907458544,0.975969433784,1.0
12,12,48.8583602905,-7.64135742188,0.0,0.0,0.0,-0.368155062199,0.929764389992,1.0
13,13,49.564365387,-8.39204502106,0.0,0.0,0.0,-0.431713849306,0.90201061964,1.0
14,14,50.280040741,-9.14741325378,0.0,0.0,0.0,-0.314039081335,0.94941008091,1.0
15,15,51.1747512817,-9.67541790009,0.0,0.0,0.0,-0.185629233718,0.98261988163,1.0
16,16,52.1568756104,-9.87551784515,0.0,0.0,0.0,0.057256128639,0.998359501362,1.0
17,17,51.2772598267,-9.32026672363,0.0,0.0,0.0,0.997687995434,0.0679610818624,2.0
18,18,50.2097930908,-9.32376670837,0.0,0.0,0.0,-0.999228537083,0.0392731279135,2.0
19,19,49.1527938843,-9.28611755371,0.0,0.0,0.0,0.998008430004,0.0630811527371,2.0
20,20,48.1329536438,-9.03958320618,0.0,0.0,0.0,0.986862778664,0.161560595036,2.0
21,21,47.1711845398,-8.59651660919,0.0,0.0,0.0,0.968302190304,0.249781727791,2.0
22,22,46.2279434204,-8.16750144958,0.0,0.0,0.0,0.987649321556,0.156680673361,2.0
23,23,45.1969108582,-8.05266571045,0.0,0.0,0.0,-0.999702394009,0.0243963394314,2.0
24,24,44.2531204224,-8.3891210556,0.0,0.0,0.0,-0.963720798492,0.266912430525,2.0
25,25,43.4840164185,-9.04013633728,0.0,0.0,0.0,-0.94220918417,0.335025072098,2.0
26,26,42.5966300964,-9.50563812256,0.0,0.0,0.0,-0.98344618082,0.181200429797,2.0
