,Unnamed: 0,x,y,z,qx,qy,qz,qw
0,0,12.7068223953,-8.6276845932,0.0,0.0,0.0,0.953016376591,-0.30291877781
1,1,12.9016122818,-10.2831668854,0.0,0.0,0.0,0.872383468761,-0.488822138852
2,2,19.9079055786,2.79712772369,0.0,0.0,0.0,0.877217253165,-0.480093627067
3,3,18.7245864868,-1.86188793182,0.0,0.0,0.0,0.921898093708,-0.387432451942
