,Unnamed: 0,x,y,z,qx,qy,qz,qw,type
0,0,0.332784712315,-0.964774549007,0.0,0.0,0.0,-0.707040011883,0.707173526287,1.0
1,1,-2.68276691437,-0.622664511204,0.0,0.0,0.0,0.933413207531,0.35880318284,1.0
2,2,-2.68366718292,-0.624492883682,0.0,0.0,0.0,0.933372318745,0.358909577131,1.0
3,3,-1.40775310993,-1.98243296146,0.0,0.0,0.0,-0.707561969757,0.706651329994,1.0
4,4,-1.40795457363,-1.98261272907,0.0,0.0,0.0,-0.707570135593,0.706643104553,1.0
5,5,-2.68221449852,-0.622454404831,0.0,0.0,0.0,0.933070361614,0.35969388485,1.0
6,6,-2.68283653259,-0.623947024345,0.0,0.0,0.0,0.933094263077,0.359631925821,1.0
7,7,-1.40809166431,-1.98437345028,0.0,0.0,0.0,-0.707996428013,0.706216037273,1.0
8,8,-1.40916013718,-1.98562312126,0.0,0.0,0.0,-0.707682490349,0.706530570984,1.0
9,9,-2.6834833622,-0.623032808304,0.0,0.0,0.0,0.932940542698,0.360030531883,1.0
10,10,-2.68710494041,-0.625170886517,0.0,0.0,0.0,0.932693719864,0.360669404268,1.0
11,11,-1.40573823452,-1.99115300179,0.0,0.0,0.0,-0.709612727165,0.704591929913,1.0
12,12,-1.40834784508,-1.99350249767,0.0,0.0,0.0,-0.709556937218,0.704648077488,1.0
13,13,-2.68539381027,-0.630075514317,0.0,0.0,0.0,0.932467579842,0.361253589392,1.0
14,14,-2.68647551537,-0.628434479237,0.0,0.0,0.0,0.932376623154,0.361488342285,1.0
15,15,-1.39666116238,-1.98455488682,0.0,0.0,0.0,-0.70796084404,0.706251680851,1.0
16,16,-1.39832031727,-1.98644542694,0.0,0.0,0.0,-0.707916200161,0.706296384335,1.0
17,17,-2.68276000023,-0.623928666115,0.0,0.0,0.0,0.932533502579,0.361083418131,1.0
18,18,-2.68353056908,-0.621388375759,0.0,0.0,0.0,0.932515501976,0.361129879951,1.0
19,19,-1.39345812798,-1.98153460026,0.0,0.0,0.0,-0.707492113113,0.706721246243,1.0
20,20,-1.39488089085,-1.98201191425,0.0,0.0,0.0,-0.707539379597,0.706673920155,1.0
21,21,-2.68373060226,-0.617608785629,0.0,0.0,0.0,0.932745933533,0.360534310341,1.0
22,22,-3.26317167282,-0.129199787974,0.0,0.0,0.0,0.935714662075,0.352757811546,1.0
23,23,-1.18184542656,-2.64482688904,0.0,0.0,0.0,-0.673470199108,0.739214360714,1.0
24,24,-1.13798999786,-3.10068821907,0.0,0.0,0.0,-0.689953327179,0.723853886127,1.0
25,25,-3.63161563873,0.397005677223,0.0,0.0,0.0,0.925171613693,0.379549115896,1.0
26,26,-4.45491981506,0.985079109669,0.0,0.0,0.0,0.985437214375,0.170039534569,1.0
27,27,-4.51684045792,0.749814689159,0.0,0.0,0.0,-0.917719662189,0.397228628397,1.0
28,28,-0.858669877052,-3.72528362274,0.0,0.0,0.0,0.0426778197289,0.9990888834,1.0
29,29,-0.860480189323,-3.72316169739,0.0,0.0,0.0,0.0428263917565,0.999082505703,1.0
30,30,-4.6993970871,1.03830349445,0.0,0.0,0.0,-0.916502296925,0.40002939105,1.0
31,31,-4.70016670227,1.03910839558,0.0,0.0,0.0,-0.916389405727,0.400287985802,1.0
32,32,-0.860773086548,-3.71324324608,0.0,0.0,0.0,0.0429027974606,0.999079227448,1.0
33,33,-0.86024326086,-3.71323347092,0.0,0.0,0.0,0.0426054932177,0.999091982841,1.0
34,34,-4.69816493988,1.03985750675,0.0,0.0,0.0,-0.916190803051,0.400742292404,1.0
35,35,-4.69892168045,1.04034757614,0.0,0.0,0.0,-0.91624891758,0.400609463453,1.0
36,36,-0.851237773895,-3.70237469673,0.0,0.0,0.0,0.0429576411843,0.999076902866,1.0
37,37,-0.851616382599,-3.70264697075,0.0,0.0,0.0,0.0429063364863,0.999079108238,1.0
38,38,-4.6976017952,1.04388642311,0.0,0.0,0.0,-0.915995538235,0.401188403368,1.0
39,39,-0.850952684879,-3.69993972778,0.0,0.0,0.0,0.043093059212,0.999071061611,1.0
40,40,-4.69704246521,1.04355883598,0.0,0.0,0.0,-0.915835916996,0.401552736759,1.0
41,41,-0.851317942142,-3.69834375381,0.0,0.0,0.0,0.0432572737336,0.999063968658,1.0
42,42,-0.8508913517,-3.69878029823,0.0,0.0,0.0,0.043163176626,0.999068021774,1.0
43,43,-4.69753503799,1.04343771935,0.0,0.0,0.0,-0.915712118149,0.40183493495,1.0
44,44,-4.69723701477,1.04397797585,0.0,0.0,0.0,-0.915717840195,0.40182197094,1.0
45,45,-0.849771678448,-3.69436073303,0.0,0.0,0.0,0.0450247041881,0.998985886574,1.0
