,error,area,veriance
0,0.137704014778,0.0,0.0
1,0.123178482056,0.0,0.0
2,0.104222759604,0.0,0.0
3,0.081372231245,0.0,0.0
4,0.0632988810539,0.00787758175284,0.0632988810539
5,0.0561683438718,0.00787758175284,0.0632988810539
6,0.0470965616405,0.00787758175284,0.0632988810539
7,0.0357425771654,0.00787758175284,0.0632988810539
8,0.0140883596614,0.00787758175284,0.0632988810539
9,0.00137256726157,0.0113716293126,0.0447695888579
10,0.0101915979758,0.0113716293126,0.0447695888579
11,0.0206221528351,0.0113716293126,0.0447695888579
12,0.0313108228147,0.0113716293126,0.0447695888579
13,0.0398662351072,0.0137267624959,0.0431970246136
14,0.047391295433,0.0137267624959,0.0431970246136
15,0.0527053624392,0.0137267624959,0.0431970246136
16,0.0619420334697,0.0137267624959,0.0431970246136
17,0.0665303617716,0.020205212757,0.0500605590641
18,0.0702851191163,0.020205212757,0.0500605590641
19,0.073474496603,0.020205212757,0.0500605590641
20,0.0953861773014,0.020205212757,0.0500605590641
21,0.106490686536,0.0296179708093,0.0653674304485
22,0.117229498923,0.0296179708093,0.0653674304485
23,0.128453910351,0.0296179708093,0.0653674304485
24,0.13786020875,0.0296179708093,0.0653674304485
25,0.149602621794,0.0438584089279,0.0853868126869
26,0.157154992223,0.0438584089279,0.0853868126869
27,0.171870663762,0.0438584089279,0.0853868126869
28,0.18287691474,0.0438584089279,0.0853868126869
29,0.193122461438,0.0636307448149,0.107598282397
30,0.200285717845,0.0636307448149,0.107598282397
31,0.209515094757,0.0636307448149,0.107598282397
32,0.215005889535,0.0636307448149,0.107598282397
33,0.222784087062,0.08738283813,0.127805754542
34,0.228886902332,0.08738283813,0.127805754542
35,0.237460121512,0.08738283813,0.127805754542
36,0.242777317762,0.08738283813,0.127805754542
37,0.247760668397,0.115280359983,0.146082103252
38,0.252339065075,0.115280359983,0.146082103252
39,0.261657655239,0.115280359983,0.146082103252
40,0.266632139683,0.115280359983,0.146082103252
41,0.271289020777,0.146815463901,0.162990048528
42,0.275631040335,0.146815463901,0.162990048528
