,error,area,veriance
0,0.100273169577,0.0,0.0
1,0.0991654619575,0.0,0.0
2,0.0979597195983,0.0,0.0
3,0.0966556221247,0.0,0.0
4,0.0952564775944,0.0,0.0
5,0.0937579199672,0.0,0.0
6,0.0921657085419,0.0,0.0
7,0.0904811471701,0.0,0.0
8,0.0887060686946,0.0,0.0
9,0.0868288651109,0.0,0.0
10,0.0583665147424,0.0,0.0
11,0.0298529826105,0.00785098318011,0.0298529826105
12,0.0144740743563,0.00785098318011,0.0298529826105
13,0.0122663900256,0.00785098318011,0.0298529826105
14,0.00997651647776,0.00785098318011,0.0298529826105
15,0.00760475220159,0.00785098318011,0.0298529826105
16,0.00516968872398,0.00785098318011,0.0298529826105
17,0.00266214529984,0.00785098318011,0.0298529826105
18,8.13961014501e-05,0.00785098318011,0.0298529826105
19,0.00256978487596,0.00785098318011,0.0298529826105
20,0.00523347873241,0.00913503952324,0.0214311666787
21,0.0078858518973,0.00913503952324,0.0214311666787
22,0.0116637386382,0.00913503952324,0.0214311666787
23,0.0165423490107,0.00913503952324,0.0214311666787
24,0.0202457681298,0.00913503952324,0.0214311666787
25,0.0227914545685,0.00913503952324,0.0214311666787
26,0.0253127403557,0.00913503952324,0.0214311666787
27,0.0278079975396,0.00913503952324,0.0214311666787
28,0.0302777811885,0.00913503952324,0.0214311666787
29,0.0327209793031,0.00913503952324,0.0214311666787
30,0.0351376123726,0.00913503952324,0.0214311666787
31,0.0375240892172,0.0113176619634,0.027848681435
32,0.0360987298191,0.0113176619634,0.027848681435
33,0.0308814197779,0.0113176619634,0.027848681435
34,0.0294317174703,0.0113176619634,0.027848681435
35,0.031727746129,0.0113176619634,0.027848681435
36,0.0339944399893,0.0113176619634,0.027848681435
37,0.036230944097,0.0113176619634,0.027848681435
38,0.0384380854666,0.0113176619634,0.027848681435
39,0.0406149849296,0.0113176619634,0.027848681435
40,0.0427618473768,0.0113176619634,0.027848681435
41,0.0448774285614,0.0113176619634,0.027848681435
42,0.0388264358044,0.0113176619634,0.027848681435
43,0.032772179693,0.0113176619634,0.027848681435
44,0.0348235964775,0.0113176619634,0.027848681435
45,0.0368438661098,0.0113176619634,0.027848681435
46,0.0388337895274,0.0152985053137,0.0309625193477
47,0.040792144835,0.0152985053137,0.0309625193477
48,0.042720194906,0.0152985053137,0.0309625193477
49,0.0446160547435,0.0152985053137,0.0309625193477
50,0.0462293699384,0.0152985053137,0.0309625193477
51,0.0475641787052,0.0152985053137,0.0309625193477
52,0.05404028669,0.0152985053137,0.0309625193477
53,0.0591698028147,0.0152985053137,0.0309625193477
54,0.0642706602812,0.0152985053137,0.0309625193477
55,0.0693385079503,0.0152985053137,0.0309625193477
56,0.0743731632829,0.0207053292543,0.0432806611061
57,0.0793638005853,0.0207053292543,0.0432806611061
58,0.0843106135726,0.0207053292543,0.0432806611061
59,0.0892085134983,0.0207053292543,0.0432806611061
60,0.0940548330545,0.0207053292543,0.0432806611061
61,0.0988430902362,0.0207053292543,0.0432806611061
62,0.104749254882,0.0207053292543,0.0432806611061
63,0.111761145294,0.0207053292543,0.0432806611061
64,0.118696019053,0.0295043364167,0.0625230967999
65,0.123206153512,0.0295043364167,0.0625230967999
66,0.127669513226,0.0295043364167,0.0625230967999
67,0.132059857249,0.0295043364167,0.0625230967999
68,0.136367827654,0.0295043364167,0.0625230967999
69,0.140592783689,0.0295043364167,0.0625230967999
70,0.144743084908,0.0295043364167,0.0625230967999
71,0.148816660047,0.0295043364167,0.0625230967999
72,0.153789326549,0.0295043364167,0.0625230967999
73,0.159681111574,0.0435932204127,0.0836257636547
74,0.164531454444,0.0435932204127,0.0836257636547
75,0.168318703771,0.0435932204127,0.0836257636547
76,0.171766251326,0.0435932204127,0.0836257636547
77,0.17518658936,0.0435932204127,0.0836257636547
78,0.178523376584,0.0435932204127,0.0836257636547
79,0.181776285172,0.0435932204127,0.0836257636547
80,0.184943422675,0.0435932204127,0.0836257636547
81,0.18800625205,0.0435932204127,0.0836257636547
82,0.19102267921,0.062921859324,0.103345625103
83,0.193991646171,0.062921859324,0.103345625103
84,0.196872934699,0.062921859324,0.103345625103
85,0.199664652348,0.062921859324,0.103345625103
86,0.20236286521,0.062921859324,0.103345625103
87,0.204965606332,0.062921859324,0.103345625103
88,0.207472220063,0.062921859324,0.103345625103
89,0.209881484509,0.062921859324,0.103345625103
90,0.21219329536,0.062921859324,0.103345625103
91,0.215111106634,0.0844442844391,0.120975360274
92,0.218658983707,0.0844442844391,0.120975360274
93,0.222149059176,0.0844442844391,0.120975360274
